CIK,Year,Sentimental Score
3673,2005,15733
3673,2004,57121
3673,2003,43033
3673,2002,116780
3673,2001,39625
3673,2000,7069
3673,1999,37713
3673,1998,45635
3673,1997,35056
3721,2003,0
3721,2002,0
3721,2001,0
3721,2000,0
3721,1999,0
3721,1998,0
3721,1997,0
3721,1996,0
3721,1995,0
3721,1994,0
3753,2005,10570
3753,2004,7730
3753,2003,7032
3753,2002,5878
3753,2001,5282
3753,2000,5617
3753,1999,6407
3753,1998,6305
3753,1997,4262
3753,1996,4460
3753,1995,3944
3941,2000,11126
3941,1999,2706
3941,1998,12377
3941,1997,22130
3941,1996,0
3941,1995,0
3941,1994,0
3952,2013,3275
3952,2012,3139
3952,2011,2563
3952,2010,4461
3952,2009,2169
3952,2008,3525
3952,2007,5755
3952,2006,4110
3952,2005,9196
3952,2004,16970
3952,2003,0
3952,2002,1984
3952,2001,2204
3952,2000,1334
3952,1999,2534
3952,1998,12634
3952,1997,12869
3952,1996,10081
3982,2011,8669
3982,2010,7215
3982,2009,10924
3982,2008,54757
3982,2007,10211
3982,2006,10723
3982,2005,57325
3982,2004,1330
3982,2003,1672
3982,2002,3234
3982,2001,3026
3982,2000,2571
3982,1999,1218
3982,1998,849
3982,1997,4595
3982,1996,5251
4127,2018,0
4127,2017,24305
4127,2016,24113
4127,2015,25816
4127,2014,26170
4127,2013,21236
4127,2012,24137
4127,2011,23417
4127,2010,3653
4127,2009,7580
4127,2008,7920
4127,2007,6144
4127,2006,7887
4127,2005,6176
4127,2004,7951
4127,2003,9692
4127,2002,0
4127,2001,0
4127,2000,0
4127,1999,0
4127,1998,0
4127,1997,0
4127,1996,0
4127,1995,0
4164,2006,27594
4164,2005,24900
4164,2004,6722
4164,2003,5998
4164,2002,10775
4164,2001,2982
4164,2000,5948
4164,1999,2022
4164,1998,15262
4164,1997,34477
4164,1996,64827
4164,1995,163491
4187,2018,0
4187,2017,0
4187,2016,132037
4187,2015,176197
4187,2014,23392
4187,2013,22324
4187,2012,6257
4187,2011,7186
4187,2010,11756
4187,2009,17420
4187,2008,0
4187,2007,0
4187,2006,2340
4187,2005,3233
4187,2004,2275
4187,2003,0
4187,2002,0
4187,2001,0
4187,2000,1425
4187,1999,682
4187,1998,894
4187,1997,10197
4281,2018,55715
4281,2017,22753
4281,2016,27412
4281,2015,24274
4281,2014,21117
4281,2013,39070
4281,2012,21740
4281,2011,16804
4281,2010,15252
4281,2009,18275
4281,2008,0
4281,2007,0
4281,2006,0
4281,2005,0
4281,2004,0
4281,2003,0
4281,2002,0
4281,2001,0
4281,2000,0
4281,1999,0
4281,1998,0
4281,1997,16121
4281,1996,7873
4281,1995,10571
4281,1994,7340
4285,2007,0
4285,2006,0
4285,2005,0
4285,2004,0
4285,2003,0
4285,2002,0
4285,2001,0
4285,2000,0
4285,1999,0
4285,1998,0
4285,1997,0
4310,2001,0
4310,2000,0
4310,1999,9391
4310,1998,0
4310,1997,11580
4310,1996,18849
4310,1995,10748
4310,1994,49493
4317,2006,3215
4344,2005,2710
4344,2004,2670
4344,2003,2385
4344,2002,1884
4344,2001,2705
4344,2000,3603
4344,1999,2300
4344,1998,5282
4344,1997,4908
4344,1996,5523
4344,1995,5588
4447,2018,9312
4447,2017,10747
4447,2016,12385
4447,2015,10649
4447,2014,6007
4447,2013,10269
4447,2012,15509
4447,2011,10190
4447,2010,10496
4447,2009,9099
4447,2008,8303
4447,2007,7915
4447,2006,7322
4447,2005,9286
4447,2004,0
4447,2003,0
4447,2002,0
4447,2001,0
4447,2000,0
4447,1999,0
4447,1998,0
4447,1997,13279
4447,1996,12811
4447,1995,12502
4447,1994,12037
4611,2012,0
4611,2011,15989
4611,2010,20303
4611,2009,23236
4611,2008,25647
4611,2007,6997
4611,2006,9180
4611,2005,6247
4611,2004,5543
4611,2003,3095
4611,2002,2022
4611,2001,512
4611,2000,1122
4611,1999,1272
4611,1998,9447
4611,1997,21235
4611,1996,7863
4904,2018,12802
4904,2017,13399
4904,2016,12265
4904,2015,11171
4904,2014,0
4904,2013,0
4904,2012,0
4904,2011,0
4904,2010,0
4904,2009,0
4904,2008,0
4904,2007,0
4904,2006,0
4904,2005,0
4904,2004,-888
4904,2003,-337
4904,2002,20
4904,2001,20
4904,2000,23933
4904,1999,0
4904,1998,41406
4904,1997,34006
4904,1996,27457
4904,1995,27894
5187,2009,0
5187,2008,0
5187,2007,0
5187,2006,0
5187,2005,700
5187,2004,728
5187,2003,1101
5187,2002,21745
5187,2001,569
5187,2000,42559
5187,1999,40901
5187,1998,46812
5187,1997,46954
5187,1996,59235
5187,1995,31077
5187,1994,43952
5768,2016,1774
5768,2015,1669
5768,2014,1550
5768,2013,1985
5768,2012,2114
5768,2011,2301
5768,2010,3170
5768,2009,0
5768,2008,4374
5768,2007,4038
5768,2006,0
5768,2005,11514
5768,2004,7639
5768,2003,10108
5768,2002,7830
5768,2001,6840
5768,2000,13396
5768,1999,8094
5768,1998,18789
5768,1997,8525
5768,1996,7269
5907,2005,33065
5907,2004,31076
5907,2003,34011
5907,2002,137470
5907,2001,181854
5907,2000,0
5907,1999,0
5907,1998,0
5907,1997,0
5907,1996,61998
5907,1995,0
5907,1994,26951
5981,2018,0
5981,2017,0
5981,2016,0
5981,2015,0
5981,2014,0
5981,2013,0
5981,2012,0
5981,2011,0
5981,2010,0
5981,2009,0
5981,2008,0
5981,2007,0
5981,2006,16354
5981,2005,0
5981,2004,29059
5981,2003,0
5981,2002,3174
5981,2001,0
5981,2000,0
5981,1999,7726
5981,1998,8047
5981,1997,8888
5981,1996,35636
6176,2018,7044
6176,2017,5366
6176,2016,3261
6176,2015,3125
6176,2014,3048
6176,2013,3120
6176,2012,3820
6176,2011,3184
6176,2010,4347
6176,2009,3839
6176,2008,3712
6176,2007,2759
6176,2006,2329
6176,2005,11675
6176,2004,0
6176,2003,0
6176,2002,0
6176,2001,0
6176,2000,0
6176,1999,0
6176,1998,0
6176,1997,0
6176,1996,0
6176,1995,0
6176,1994,0
6201,2018,74928
6201,2017,16587
6201,2016,19352
6201,2015,13463
6201,2014,93047
6201,2013,47373
6201,2012,66448
6201,2011,31954
6201,2010,32249
6201,2009,30779
6201,2008,0
6201,2007,91077
6201,2006,31989
6201,2005,24869
6201,2004,25108
6201,2003,19471
6201,2002,16887
6201,2001,20676
6201,2000,44932
6201,1999,121040
6201,1998,119432
6201,1997,33318
6201,1996,23757
6201,1995,31347
6201,1994,14900
6207,2018,6015
6207,2017,6533
6207,2016,5197
6207,2015,18102
6207,2014,14762
6207,2013,5544
6207,2012,12232
6207,2011,9773
6207,2010,3709
6207,2009,2933
6207,2008,4125
6207,2007,5189
6207,2006,8237
6207,2005,18260
6207,2004,7585
6207,2003,7121
6207,2002,5109
6207,2001,7125
6207,2000,6146
6207,1999,6227
6207,1998,11108
6207,1997,8436
6207,1996,6107
6207,1995,7824
6207,1994,6800
6260,2004,4364
6260,2003,17087
6260,2002,6046
6260,2001,4893
6260,1999,997
6260,1998,580
6260,1997,10584
6260,1996,39629
6260,1994,11168
6281,2017,34611
6281,2016,34528
6281,2015,31074
6281,2014,32908
6281,2013,27890
6281,2012,26910
6281,2011,7155
6281,2010,6016
6281,2009,6026
6281,2008,7705
6281,2007,8441
6281,2006,6310
6281,2005,4511
6281,2004,17364
6281,2003,9476
6281,2002,2061
6281,2001,0
6281,2000,0
6281,1999,0
6281,1998,0
6281,1997,26383
6281,1996,28023
6281,1995,20921
6284,2017,7459
6284,2016,5328
6284,2015,4447
6284,2014,5133
6284,2013,6190
6284,2012,6832
6284,2011,5889
6284,2010,5945
6284,2009,6412
6284,2008,6329
6284,2007,5069
6284,2006,3527
6284,2005,4822
6284,2003,6581
6284,2002,2037
6284,2001,9553
6284,2000,12443
6284,1999,10136
6284,1998,8795
6284,1997,7780
6284,1996,8147
6284,1995,8003
6284,1994,7914
6292,2013,2252
6292,2012,4258
6292,2011,4432
6292,2010,5862
6292,2009,5783
6292,2008,0
6292,2007,0
6292,2006,0
6292,2005,0
6292,2004,0
6292,2003,0
6292,2002,0
6292,2000,0
6292,1999,0
6292,1998,0
6292,1997,0
6292,1996,0
6292,1995,0
6314,2013,7041
6314,2012,6677
6314,2011,6983
6314,2010,7794
6314,2009,9516
6314,2008,3927
6314,2007,6361
6314,2006,6204
6314,2005,2134
6314,2004,2494
6314,2003,1701
6314,2002,10932
6314,2001,4428
6314,2000,2466
6314,1999,1280
6314,1998,1158
6314,1997,963
6314,1996,4625
6314,1995,0
6383,2007,10250
6383,2006,15799
6383,2005,5853
6383,2004,7929
6383,2003,3837
6383,2002,2507
6383,2001,2399
6383,2000,1704
6383,1999,2120
6383,1998,59702
6383,1997,19888
6383,1996,0
6383,1995,0
6494,2018,1496
6494,2017,1438
6494,2016,2042
6494,2015,1626
6494,2014,1311
6494,2013,1077
6494,2012,1135
6494,2011,1593
6494,2010,1479
6494,2009,1667
6494,2003,7293
6494,2002,2940
6494,2001,6448
6494,2000,3372
6494,1999,3917
6494,1998,30833
6494,1997,8201
6494,1996,18035
6494,1995,0
6720,2007,9773
6720,2006,9185
6720,2005,9514
6720,2004,14765
6720,2003,2733
6720,2002,2588
6720,2001,2273
6720,2000,1347
6720,1999,1438
6720,1998,3480
6720,1997,11721
6720,1996,15547
6720,1995,7579
6769,2018,26790
6769,2017,25575
6769,2016,8278
6769,2015,7499
6769,2014,8647
6769,2013,9360
6769,2012,9724
6769,2011,18299
6769,2010,10023
6769,2009,9907
6769,2008,11841
6769,2007,10740
6769,2006,12236
6769,2005,12001
6769,2004,17546
6769,2003,6237
6769,2002,4236
6769,2001,5669
6769,2000,33654
6769,1999,50603
6769,1998,27831
6769,1997,34062
6769,1996,42746
6769,1995,75455
6769,1994,42673
6814,2010,4801
6814,2009,14399
6814,2008,3138
6814,2007,3885
6814,2006,3598
6814,2005,2389
6814,2004,2656
6814,2003,2952
6814,2002,4777
6814,2001,3117
6814,2000,1307
6814,1999,1454
6814,1998,16669
6814,1997,17696
6814,1996,31319
6814,1995,12799
6885,2018,21764
6885,2017,20236
6885,2016,21659
6885,2015,20033
6885,2014,22913
6885,2013,7447
6885,2012,6986
6885,2011,6433
6885,2010,5982
6885,2009,5607
6885,2008,0
6885,2007,0
6885,2006,0
6885,2005,15307
6885,2004,4624
6885,2003,4900
6885,2002,4675
6885,2001,3897
6885,2000,0
6885,1999,11807
6885,1998,57968
6885,1997,54580
6885,1996,13316
6951,2017,0
6951,2016,0
6951,2015,0
6951,2014,0
6951,2013,0
6951,2012,0
6951,2011,0
6951,2010,0
6951,2009,0
6951,2008,0
6951,2007,0
6951,2006,0
6951,2005,0
6951,2004,0
6951,2003,0
6951,2002,0
6951,2001,0
6951,2000,0
6951,1999,0
6951,1998,0
6951,1997,0
6951,1996,0
6951,1994,0
7039,2018,10664
7039,2017,8493
7039,2016,6296
7039,2015,7258
7039,2014,6605
7039,2013,12055
7039,2012,6743
7039,2011,14651
7039,2010,26159
7039,2009,22773
7039,2008,20151
7039,2007,4708
7039,2006,4510
7039,2005,7763
7039,2004,4813
7039,2003,4698
7039,2002,4491
7039,2001,4501
7039,2000,3963
7039,1999,3847
7039,1998,473
7039,1997,30730
7039,1996,18836
7039,1995,16706
7084,2018,26536
7084,2017,26078
7084,2016,27968
7084,2015,28865
7084,2014,28527
7084,2013,6945
7084,2012,5997
7084,2011,5084
7084,2010,3409
7084,2009,4734
7084,2008,0
7084,2007,0
7084,2006,0
7084,2005,0
7084,2004,40
7084,2003,40
7084,2002,40
7084,2001,40
7084,2000,40
7084,1999,40
7084,1998,40
7084,1997,40
7084,1996,5371
7084,1995,5451
7084,1994,4885
7332,2018,7331
7332,2017,9903
7332,2016,10460
7332,2015,49050
7332,2014,8081
7332,2013,43809
7332,2012,8423
7332,2011,8102
7332,2010,7261
7332,2009,0
7332,2008,9260
7332,2007,8149
7332,2006,7462
7332,2005,6476
7332,2004,6832
7332,2003,3914
7332,2002,59346
7332,2001,14795
7332,2000,41599
7332,1999,34938
7332,1998,41156
7332,1997,12745
7332,1996,19489
7332,1995,20693
7332,1994,23907
7431,2018,6799
7431,2017,6635
7431,2016,7333
7431,2015,7955
7431,2014,6818
7431,2013,9904
7431,2012,7802
7431,2011,7157
7431,2010,8574
7431,2009,9230
7431,2008,10449
7431,2007,9848
7431,2006,7423
7431,2005,7522
7431,2004,5934
7431,2003,3320
7431,2002,3937
7431,2001,3033
7431,2000,2569
7431,1999,2225
7431,1998,3739
7431,1997,53046
7431,1996,54542
7431,1995,103000
7431,1994,32501
7536,2018,21670
7536,2017,22351
7536,2016,24409
7536,2015,29394
7536,2014,26375
7536,2013,24394
7536,2012,25700
7536,2011,20325
7536,2010,3367
7536,2009,6575
7536,2008,6090
7536,2007,4862
7536,2006,2726
7536,2005,2505
7536,2004,2851
7536,2003,2312
7536,2002,1994
7536,2001,1171
7536,2000,1172
7536,1999,94269
7536,1998,16480
7536,1997,35046
7536,1996,41525
7536,1995,58289
7536,1994,54997
8063,2018,17640
8063,2017,18674
8063,2016,20247
8063,2015,7301
8063,2014,7042
8063,2013,4663
8063,2012,4587
8063,2011,3988
8063,2010,4918
8063,2009,3813
8063,2008,4096
8063,2007,13868
8063,2006,2490
8063,2005,1906
8063,2004,0
8063,2003,0
8063,2002,0
8063,2001,0
8063,2000,0
8063,1999,0
8063,1998,9118
8063,1997,10898
8146,2018,3274
8146,2017,2688
8146,2016,2292
8146,2015,2872
8146,2014,2371
8146,2013,1751
8146,2012,2260
8146,2011,2556
8146,2010,2225
8146,2009,2623
8146,2008,3094
8146,2007,3107
8146,2006,2578
8146,2005,2345
8146,2004,2707
8146,2003,0
8146,2002,588
8146,2001,1658
8146,2000,8812
8146,1999,6531
8146,1998,4538
8146,1997,4909
8146,1996,8276
8146,1995,4168
8411,2016,8778
8411,2015,6522
8411,2014,10174
8411,2013,12161
8411,2012,11553
8411,2011,0
8411,2010,0
8411,2009,0
8411,2008,0
8411,2007,0
8411,2006,0
8411,2005,0
8411,2004,3084
8411,2003,0
8411,2002,0
8411,2001,0
8411,2000,0
8411,1999,0
8411,1998,0
8411,1997,6650
8411,1996,24940
8411,1995,32439
8411,1994,5621
8670,2018,30230
8670,2017,31089
8670,2016,30995
8670,2015,29189
8670,2014,31820
8670,2013,31171
8670,2012,12301
8670,2011,27464
8670,2010,9457
8670,2009,12260
8670,2008,13648
8670,2007,13745
8670,2006,13199
8670,2005,0
8670,2004,0
8670,2003,0
8670,2002,0
8670,2001,0
8670,2000,0
8670,1999,0
8670,1998,0
8670,1997,0
8670,1996,13366
8670,1995,12076
8670,1994,8559
8818,2018,0
8818,2017,0
8818,2016,0
8818,2015,0
8818,2014,0
8818,2013,0
8818,2012,0
8818,2011,0
8818,2010,0
8818,2009,9064
8818,2008,11453
8818,2007,11205
8818,2006,8037
8818,2005,8505
8818,2004,11584
8818,2003,6660
8818,2002,12959
8818,2001,4297
8818,2000,3250
8818,1999,2896
8818,1998,2830
8818,1997,45587
8818,1996,27532
8818,1995,64387
8818,1994,23537
8858,2018,6323
8858,2017,5542
8858,2016,7267
8858,2015,8969
8858,2014,25522
8858,2013,21006
8858,2012,20481
8858,2011,7906
8858,2010,3950
8858,2009,2648
8858,2008,3801
8858,2007,7443
8858,2006,6526
8858,2005,7241
8858,2004,5642
8858,2003,2626
8858,2002,1053
8858,2001,3299
8858,2000,4636
8858,1999,2371
8858,1998,1607
8858,1997,2022
8858,1996,5921
8858,1995,5634
8858,1994,4769
8868,2018,40532
8868,2017,43304
8868,2016,43231
8868,2015,33817
8868,2014,34179
8868,2013,567670
8868,2012,35060
8868,2011,13201
8868,2010,11567
8868,2009,10999
8868,2008,12826
8868,2007,9524
8868,2006,0
8868,2005,0
8868,2004,0
8868,2003,0
8868,2002,0
8868,2001,0
8868,2000,0
8868,1999,0
8868,1998,43979
8868,1997,20569
8868,1996,49369
8868,1995,30789
8868,1994,38017
9092,2018,17135
9092,2017,15348
9092,2016,15146
9092,2015,14577
9092,2014,13423
9092,2013,13226
9092,2012,3478
9092,2011,3322
9092,2010,2486
9092,2009,3177
9092,2008,2757
9092,2007,1602
9092,2006,1386
9092,2005,1597
9092,2004,8223
9092,2003,6187
9092,2002,68
9092,2001,8
9092,2000,6759
9092,1999,8904
9092,1998,6572
9092,1997,10560
9092,1996,13965
9096,2005,2866
9096,2004,1458
9096,2003,1325
9096,2002,1437
9096,2001,779
9096,2000,728
9096,1999,740
9096,1998,4960
9096,1997,11010
9096,1996,4982
9263,2013,0
9263,2012,0
9263,2011,0
9263,2010,0
9263,2009,0
9263,2008,0
9263,2007,0
9263,2006,20
9263,2005,0
9263,2004,0
9263,2003,0
9263,2002,0
9263,2001,0
9263,2000,0
9263,1999,0
9263,1998,11232
9263,1997,12724
9263,1996,17867
9326,2018,6083
9326,2017,4820
9326,2016,5903
9326,2015,5333
9326,2014,5286
9326,2013,5829
9326,2012,6833
9326,2011,6312
9326,2010,0
9326,2009,7952
9326,2008,0
9326,2007,5421
9326,2006,4750
9326,2005,3916
9326,2004,5115
9326,2003,4252
9326,2002,2845
9326,2001,1331
9326,2000,1030
9326,1999,292
9342,2010,5116
9342,2009,6271
9342,2008,5105
9342,2007,4578
9342,2006,0
9342,2005,0
9342,2004,0
9342,2003,0
9342,2002,0
9342,2001,0
9342,2000,0
9342,1999,0
9342,1998,8181
9342,1997,7408
9342,1996,6269
9342,1995,29883
9342,1994,6106
9389,2018,5680
9389,2017,4486
9389,2016,3472
9389,2015,4307
9389,2014,4491
9389,2013,4846
9389,2012,4475
9389,2011,3824
9389,2010,0
9389,2009,0
9389,2008,0
9389,2007,0
9389,2006,0
9389,2005,3180
9389,2004,0
9389,2003,0
9389,2002,0
9389,2001,0
9389,2000,0
9389,1999,0
9389,1998,13608
9389,1997,16327
9389,1996,13974
9389,1995,15710
9389,1994,19936
9534,2007,4598
9534,2006,4186
9534,2005,3065
9534,2004,2259
9534,2003,1181
9534,2002,1820
9534,2001,966
9534,2000,745
9534,1999,1009
9534,1998,1920
9534,1997,17081
9534,1996,9245
9534,1995,9942
9534,1994,11991
9779,2008,0
9779,2007,0
9779,2005,8947
9779,2004,5074
9779,2003,2996
9779,2002,9524
9779,2001,3289
9779,2000,2118
9779,1999,2739
9779,1998,43664
9779,1997,71008
9779,1996,103639
9779,1995,24155
9779,1994,20480
9801,2006,6255
9801,2005,0
9801,2004,10607
9801,2003,0
9801,2002,0
9801,2001,0
9801,2000,0
9801,1999,0
9801,1998,0
9801,1997,28040
9801,1996,15311
9801,1995,15338
9801,1994,12935
9892,2017,7023
9892,2016,7722
9892,2015,6805
9892,2014,6367
9892,2013,5515
9892,2012,5819
9892,2011,4707
9892,2010,10006
9892,2009,4659
9892,2008,5713
9892,2007,16834
9892,2006,8401
9892,2005,9226
9892,2004,7819
9892,2003,4634
9892,2002,30772
9892,2001,12702
9892,2000,11005
9892,1999,29089
9892,1998,15781
9892,1997,20442
9892,1996,27939
9892,1995,25160
9892,1994,97324
9984,2018,37716
9984,2017,32231
9984,2016,32403
9984,2015,32932
9984,2014,30847
9984,2013,29055
9984,2012,26173
9984,2011,6516
9984,2010,5851
9984,2009,8509
9984,2008,11881
9984,2007,8757
9984,2006,8755
9984,2005,6827
9984,2004,7432
9984,2003,0
9984,2002,0
9984,2001,0
9984,2000,21922
9984,1999,24540
9984,1998,27214
9984,1997,49543
9984,1996,23864
9984,1995,18856
10048,2017,26458
10048,2016,28702
10048,2015,28060
10048,2014,7033
10048,2013,5596
10048,2012,6302
10048,2011,7159
10048,2010,6829
10048,2009,8681
10048,2008,8190
10048,2007,28716
10048,2006,10274
10048,1995,15977
10081,2008,7385
10081,2007,7211
10081,2006,7260
10081,2005,5829
10081,2004,5129
10081,2003,6905
10081,2002,5314
10081,2001,7648
10081,2000,0
10081,1999,5768
10081,1998,6135
10081,1997,8478
10081,1996,20017
10081,1995,19074
10119,2001,690
10119,2000,298
10119,1999,1001
10119,1996,43800
10119,1995,0
10254,2018,16729
10254,2017,27848
10254,2016,15619
10254,2015,8597
10254,2014,1759
10254,2013,9592
10254,2012,3102
10254,2011,9804
10254,2010,8955
10254,2009,10925
10254,1997,0
10456,2018,11045
10456,2017,11268
10456,2016,11030
10456,2015,12716
10456,2014,12036
10456,2013,13636
10456,2012,12555
10456,2011,13064
10456,2010,13530
10456,2009,20
10456,2008,20
10456,2007,20
10456,2006,20
10456,2005,27517
10456,2004,27707
10456,2003,20
10456,2002,20
10456,2001,20
10456,2000,20
10456,1999,20
10456,1998,20
10456,1997,6826
10456,1996,17711
10456,1995,11780
10456,1994,14648
10795,2017,31014
10795,2016,32525
10795,2015,34062
10795,2014,9418
10795,2013,8512
10795,2012,7842
10795,2011,8120
10795,2010,7875
10795,2009,7201
10795,2008,0
10795,2007,0
10795,2006,0
10795,2005,0
10795,2004,0
10795,2003,0
10795,2002,0
10795,2001,0
10795,2000,0
10795,1999,0
10795,1998,0
10795,1997,0
10795,1996,12021
10795,1995,11056
10795,1994,20159
11199,2018,27786
11199,2017,24748
11199,2016,23209
11199,2015,23043
11199,2014,22433
11199,2013,20958
11199,2012,0
11199,2011,0
11199,2010,0
11199,2009,0
11199,2008,0
11199,2007,0
11199,2006,23954
11199,2005,0
11199,2004,0
11199,2003,0
11199,2002,0
11199,2001,0
11199,2000,0
11199,1999,0
11199,1998,0
11199,1997,0
11199,1996,0
11199,1995,0
11199,1994,0
11454,2000,2672
11454,1999,3021
11454,1998,718
11454,1997,27871
11454,1996,16558
11454,1995,13712
11454,1994,34508
11860,2003,11337
11860,2002,3819
11860,2001,4261
11860,2000,73826
11860,1999,83323
11860,1998,22514
11860,1997,13544
11860,1996,12875
